# JMMC - Calibrator group
#
# This file has been created by Search Calibrators Software
#		Version : 3.3.5b
#		Date    : 2006-11-06T13:34:44
#
# REQUEST = -objectName OGLE-TR-113 -mag 0.00 -diffRa 1800 -diffDec 600 -radius 1.00 -band K -minMagRange 1 -maxMagRange 20 -ra 10:52:24 -dec -61:26:48 -baseMax 100 -wlen 0.5 -file OGLE-TR-113.csv -bright false -visErr 1 
# FORMAT = STANDARD
ID_HD	ID_HIP	ID_DM	ID_TYC1	ID_TYC2	ID_TYC3	ID_CATALOG	ID_2MASS	POS_EQ_RA_MAIN	POS_EQ_DEC_MAIN	ID_DENIS	POS_EQ_RA_OTHER	POS_EQ_DEC_OTHER	POS_EQ_PMDEC	POS_EQ_PMRA	POS_PARLX_TRIG	SPECT_TYPE_MK	CODE_VARIAB_V1	CODE_VARIAB_V2	VAR_CLASS	CODE_MULT_FLAG	CODE_MISC_I	CODE_MISC_J	CODE_MISC_K	CODE_QUALITY	POS_GAL_LAT	POS_GAL_LON	VELOC_HC	LD_DIAM	LD_DIAM_ERROR	UD_DIAM	UD_DIAM_ERROR	UDDK_DIAM	UDDK_DIAM_ERROR	DIAM12	DIAM12_ERROR	REDUCT_METHOD	INST_WAVELENGTH_VALUE	INST_FILTER_CODE	PHOT_FLUX_IR_MISC	UNITS	PHOT_JHN_B	PHOT_PHG_B	PHOT_JHN_V	PHOT_PHG_V	PHOT_JHN_R	PHOT_PHG_R	PHOT_JHN_I	PHOT_PHG_I	PHOT_COUS_I	PHOT_JHN_J	PHOT_JHN_H	PHOT_JHN_K	PHOT_JHN_L	PHOT_JHN_M	PHOT_JHN_N	VELOC_ROTAT	PHOT_COLOR_EXCESS	IR_FLUX_ORIGIN	POS_PARLX_TRIG_ERROR	PHOT_FLUX_IR_12	PHOT_FLUX_IR_12_ERROR	REF_STAR	PHYS_TEMP_EFFEC	PHYS_TEMP_EFFEC_ERROR	PHOT_EXTINCTION_TOTAL	CHI2_QUALITY	SP_TYP_PHYS_TEMP_EFFEC	PHOT_COUS_J	PHOT_COUS_H	PHOT_COUS_K	DIAM_BV	DIAM_VR	DIAM_VK	DIAM_IJ	DIAM_IK	DIAM_JK	DIAM_JH	DIAM_HK	DIAM_MEAN	DIAM_BV_ERROR	DIAM_VR_ERROR	DIAM_VK_ERROR	DIAM_IJ_ERROR	DIAM_IK_ERROR	DIAM_JK_ERROR	DIAM_JH_ERROR	DIAM_HK_ERROR	DIAM_MEAN_ERROR	DIAM_FLAG	EXTINCTION_RATIO	MO	LO	KO	HO	JO	IO	RO	VO	BO	VIS2	VIS2_ERROR	VIS2_8	VIS2_8_ERROR	VIS2_13	VIS2_13_ERROR	VIS2_FLAG	DIST	
HD	HIP	DM	TYC1	TYC2	TYC3	opt	2MASS	RAJ2000	DEJ2000	DENIS	A2RAdeg	A2DEdeg	pmDec	pmRa	plx	SpType	VarFlag1	VarFlag2	VarFlag3	MultFlag	Iflag	Jflag	Kflag	Qflag	GLAT	GLON	RadVel	LD	e_LD	UD	e_UD	UDDK	e_UDDK	Dia12	e_dia12	Meth	lambda	lambda	photflux	units	B	Bphg	V	Vphg	R	Rphg	I	Iphg	Icous	J	H	K	L	M	N	RotVel	color	orig	e_Plx	F12	e_F12	Calib	Teff	e_Teff	A_V	Chi2	SpTyp_Teff	Jcous	Hcous	Kcous	diam_bv	diam_vr	diam_vk	diam_ij	diam_ik	diam_jk	diam_jh	diam_hk	diam_mean	e_diam_bv	e_diam_vr	e_diam_vk	e_diam_ij	e_diam_ik	e_diam_jk	e_diam_jh	e_diam_hk	e_diam_mean	diamFlag	Av	Mo	Lo	Ko	Ho	Jo	Io	Ro	Vo	Bo	vis2	vis2Err	vis2(8mu)	vis2Err(8mu)	vis2(13mu)	vis2Err(13mu)	vis2Flag	dist	
-	-	-	-	-	-	U	10522683-6126529	10 52 26.86	-61 26 53.3	J105226.8-612653	163.111913	-61.448192	0	0	-	-	-	-	-	-	0	0	-	AAA	-1.79	289.21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16.130	17.188	-	-	15.350	-	15.100	16.066	15.199	14.682	14.572	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15.202	14.675	14.596	-	-	-	0.006	0.006	0.007	0.007	-	0.007	-	-	-	0.000	0.000	0.001	0.001	-	0.001	OK	0.000	-	-	14.596	14.675	15.202	16.066	15.350	17.188	16.130	1.000	0.000	-	-	-	-	-	0.006	
-	-	-	-	-	-	U	10522735-6127103	10 52 27.42	-61 27 11.3	J105227.3-612710	163.114161	-61.453114	0	0	-	-	-	-	-	-	0	0	0	AAA	-1.79	289.21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15.270	18.130	-	-	14.000	-	12.870	14.140	12.829	12.090	11.876	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12.814	12.081	11.900	-	-	-	0.025	0.026	0.028	0.042	-	0.030	-	-	-	0.002	0.002	0.003	0.007	-	0.006	NOK	0.000	-	-	11.900	12.081	12.814	14.140	14.000	18.130	15.270	-	-	-	-	-	-	-	0.009	
-	-	-	-	-	-	U	10521922-6126316	10 52 19.27	-61 26 31.3	J105219.2-612632	163.080428	-61.442164	0	0	-	-	-	-	-	-	0	0	0	AAA	-1.79	289.19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.940	13.416	-	-	12.380	-	10.830	11.843	10.730	10.074	9.898	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10.722	10.066	9.922	-	-	-	0.059	0.059	0.064	0.085	-	0.067	-	-	-	0.004	0.004	0.006	0.015	-	0.013	NOK	0.000	-	-	9.922	10.066	10.722	11.843	12.380	13.416	13.940	-	-	-	-	-	-	-	0.011	
-	-	-	-	-	-	U	10521975-6127127	10 52 19.75	-61 27 13.1	J105219.7-612713	163.082360	-61.453703	0	0	-	-	-	-	-	-	0	0	-	AAA	-1.80	289.20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16.380	17.973	-	-	16.090	-	15.790	16.389	15.213	14.621	14.373	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15.204	14.611	14.397	-	-	-	0.008	0.008	0.008	0.009	-	0.008	-	-	-	0.001	0.001	0.001	0.002	-	0.002	OK	0.000	-	-	14.397	14.611	15.204	16.389	16.090	17.973	16.380	1.000	0.000	-	-	-	-	-	0.011	
-	-	-	8958	2987	1	T	10521780-6126574	10 52 17.80	-61 26 57.4	J105217.8-612657	-	-	-7.03	-1.53	-	-	-	-	-	-	0	0	0	AAA	-1.80	289.19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11.810	11.770	11.465	-	-	11.470	-	-	11.602	11.569	11.563	11.589	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11.606	11.560	11.613	-	-	-	0.015	0.016	0.013	0.017	-	0.015	-	-	-	0.001	0.001	0.001	0.003	-	0.003	OK	0.000	-	-	11.613	11.560	11.606	11.602	11.470	11.465	11.770	1.000	0.000	-	-	-	-	-	0.013	
-	-	-	-	-	-	U	10522441-6125584	10 52 24.24	-61 25 59.0	J105224.4-612558	163.100999	-61.433087	0	0	-	-	-	-	-	-	0	0	0	AAA	-1.78	289.20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.900	14.561	-	-	13.290	-	12.970	14.072	13.635	13.478	13.407	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.659	13.472	13.431	-	-	-	0.009	0.008	0.008	0.008	-	0.008	-	-	-	0.001	0.001	0.001	0.001	-	0.002	OK	0.000	-	-	13.431	13.472	13.659	14.072	13.290	14.561	13.900	1.000	0.000	-	-	-	-	-	0.014	
-	-	-	-	-	-	U	10522021-6127302	10 52 19.90	-61 27 30.6	J105219.7-612731	163.082958	-61.458592	0	0	-	-	-	-	-	-	0	0	0	AAA	-1.80	289.20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14.430	14.631	-	-	13.310	-	12.570	13.790	13.912	13.536	13.435	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.923	13.529	13.459	-	-	-	0.005	0.007	0.010	0.010	-	0.008	-	-	-	0.000	0.001	0.001	0.002	-	0.002	NOK	0.000	-	-	13.459	13.529	13.923	13.790	13.310	14.631	14.430	-	-	-	-	-	-	-	0.014	
-	-	-	-	-	-	U	10522621-6127364	10 52 26.14	-61 27 34.3	J105226.2-612736	-	-	0	0	-	-	-	-	-	-	0	0	-	AAA	-1.80	289.21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16.260	-	-	-	15.770	-	15.250	16.683	14.927	14.034	13.654	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14.896	14.021	13.678	-	-	-	0.012	0.013	0.015	0.025	-	0.016	-	-	-	0.001	0.001	0.001	0.004	-	0.003	NOK	0.000	-	-	13.678	14.021	14.896	16.683	15.770	-	16.260	-	-	-	-	-	-	-	0.014	
-	-	-	-	-	-	U	10523120-6126504	10 52 31.17	-61 26 50.8	J105231.2-612650	163.129939	-61.447478	0	0	-	-	-	-	-	-	0	0	0	AAA	-1.78	289.21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15.610	18.106	-	-	14.370	-	13.370	14.016	12.807	12.081	11.844	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12.792	12.071	11.868	-	-	-	0.024	0.025	0.028	0.040	-	0.030	-	-	-	0.002	0.002	0.003	0.007	-	0.006	NOK	0.000	-	-	11.868	12.071	12.792	14.016	14.370	18.106	15.610	-	-	-	-	-	-	-	0.014	
